EIN,FisYr,NAME,STATE,zip5,SUBSECCD,hospfclt_cnt,hrow,fclt_num,fclty_name,fclty_zip,type_of_fclty,chna_cndct,chna_descr,nds_assmnt_cndct,tk_into_acct,oth_fclt,chna_wdly_avlbl,chna_public,nds_addrssd,all_nds_addrssd,org_incr_exc_tx,fil_4720_rprt_exc_tx,exc_rprt_4720_all_amt,elgbl_crtr_explnd,uss_fpg_fr,fpg_fr_pct,uss_fpg_dscntd,fpg_dscnt_pct,explns_bss,bss_for_amts,explns_applctn_mthd,inclds_pblcty_msrs,how_msrs_pblczd,actns_nnpymnt,nnpymnt_actn_mthds,coll_acty,coll_acty_mthds,pre_coll_acty,nndscrm_emrgncy_cr_plcy,rsn_no_nndscrm_plcy,max_amt_dtrmnd,amt_gnrlly_blld,gr_chrg
"231637191","2013","CROZER-CHESTER MEDICAL CENTER","PA","19013","03","3","3","3","SPRINGFIELD HOSPITAL","19064","1247","Y","123456789","2012","Y","Y","Y","123","12345678","Y","Y","Y","0","Y","Y","200","Y","400","Y","135","Y","Y","123456","Y","","Y","","1234","Y","","3","Y","Y"
"231352152","2013","ABINGTON MEMORIAL HOSPITAL","PA","19001","03","1","2","1","ABINGTON MEMORIAL HOSPITAL","19001","1247","Y","12345678","8","Y","Y","Y","123","1578","Y","N","N","0","Y","Y","300","Y","600","Y","6","Y","Y","1346","Y","","Y","","34","Y","","3","Y","Y"
"381362830","2013","MUNSON MEDICAL CENTER","MI","49685","03","1","2","1","MUNSON MEDICAL CENTER","49684","124567","Y","1234567890","12","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","400","Y","1248","Y","Y","67","Y","","Y","","","Y","","4","Y","Y"
"251737079","2013","Canonsburg General Hospital","PA","15222","03","1","1","1","Canonsburg General Hospital","15317","127","Y","12345678","2012","Y","Y","Y","12","12578","Y","Y","Y","1","Y","Y","200","Y","400","Y","123456","Y","Y","1346","Y","","Y","","1234","Y","4","4","Y","Y"
"941231005","2013","SANTA ROSA MEMORIAL HOSPITAL","CA","95405","03","1","2","1","SANTA ROSA MEMORIAL HOSPITAL","95405","1279","Y","123456789","12","Y","Y","Y","12","125678","Y","N","N","0","Y","Y","200","Y","500","Y","1234678","Y","Y","7","Y","","Y","","45","Y","","4","Y","Y"
"270814858","2013","MERCY HOSPITAL JOPLIN","MO","64804","03","1","2","1","Mercy Hospital Joplin","64804","127","Y","12345679","12","Y","Y","Y","12","178","Y","N","N","0","Y","Y","100","Y","400","Y","123","Y","Y","1346","Y","","Y","","","Y","","4","Y","Y"
"710240352","2013","Mercy Hospital Fort Smith","AR","72917","03","1","2","1","MERCY HOSPITAL FORT SMITH","72903","127","Y","123456789","12","Y","Y","Y","12","178","Y","N","N","0","Y","Y","100","Y","400","Y","123","Y","Y","1346","Y","","Y","","","Y","","4","Y","Y"
"453808607","2013","Mercy Hospital Carthage","MO","64836","03","1","1","1","Mercy Hospital Carthage","64836","127","Y","123456789","2012","Y","Y","Y","12","178","Y","Y","Y","0","Y","Y","100","Y","400","Y","123","Y","Y","1346","Y","","Y","","","Y","","4","Y","Y"
"460225483","2013","SACRED HEART HEALTH SERVICES","SD","57078","03","2","3","1","AVERA SACRED HEART HOSPITAL","57078","1279","Y","12345678","12","Y","Y","Y","123","123456789","Y","N","N","0","Y","Y","150","Y","400","Y","1234567","Y","Y","167","Y","","Y","","1234","Y","","2","Y","Y"
"460225483","2013","SACRED HEART HEALTH SERVICES","SD","57078","03","2","4","2","AVERA CREIGHTON HOSPITAL","68729","1257","Y","12345678","12","Y","Y","Y","123","12345789","Y","N","N","0","Y","Y","150","Y","400","Y","1234567","Y","Y","167","Y","","Y","","1234","Y","","2","Y","Y"
"610658773","2013","HIGHLANDS HOSPITAL CORPORATION","KY","41653","03","2","2","2","HIGHLANDS PSYCH","41653","9","Y","123456789","12","Y","Y","Y","12","134678","Y","N","N","0","Y","Y","150","Y","500","Y","1257","Y","Y","6","Y","1","Y","1","1234","Y","","1","Y","Y"
"610658773","2013","HIGHLANDS HOSPITAL CORPORATION","KY","41653","03","2","3","1","HIGHLANDS REGIONAL MEDICAL CENTER","41653","127","Y","123456789","12","Y","Y","Y","12","134678","Y","N","N","0","Y","Y","150","Y","500","Y","1257","Y","Y","6","Y","1","Y","1","1234","Y","","1","Y","Y"
"263359979","2013","LANSDALE HOSPITAL CORPORATION","PA","19446","03","1","2","1","LANSDALE HOSPITAL CORPORATION","19446","127","Y","12345678","10","Y","Y","Y","123","1578","Y","N","N","0","Y","Y","300","Y","600","Y","6","Y","Y","1346","Y","","Y","","34","Y","","3","Y","Y"
"440552485","2013","MERCY HOSPITAL SPRINGFIELD","MO","65804","03","1","2","1","MERCY HOSPITAL SPRINGFIELD","65804","1237","Y","123456789","12","Y","Y","Y","12","178","Y","N","N","0","Y","Y","100","Y","400","Y","123","Y","Y","1346","Y","","Y","","","Y","","4","Y","Y"
"350869065","2013","ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","IN","47750","03","1","2","1","ST MARY'S MEDICAL CENTER OF EVA INC","47750","12347","Y","123456789","12","Y","Y","Y","123","1234578","Y","N","N","0","Y","Y","200","Y","300","Y","12","Y","Y","234","Y","","Y","","","Y","","4","Y","Y"
"250984595","2013","BROOKVILLE HOSPITAL","PA","15825","03","1","1","1","BROOKVILLE HOSPITAL","15825","1257","Y","1457","2011","Y","Y","Y","1","1","Y","Y","Y","0","Y","Y","200","Y","","Y","12345","Y","Y","6","Y","","Y","","1234","Y","","1","Y","Y"
"363488183","2013","UNIVERSITY OF CHICAGO MEDICAL CENTER","IL","60637","03","1","2","1","THE UNIV OF CHICAGO MEDICAL CENTER","60637","123467","Y","1234567890","13","Y","Y","Y","123","12345679","Y","N","N","0","Y","Y","200","Y","600","Y","1234678","Y","Y","1234567","Y","5","Y","5","12345","Y","","4","Y","Y"
"231352208","2013","SACRED HEART HOSPITAL","PA","18102","03","1","2","1","SACRED HEART HOSPITAL","18102","12479","Y","123456789","7","Y","Y","Y","123","123478","Y","N","N","0","Y","Y","150","Y","250","Y","123","Y","Y","1256","Y","","Y","","1234","Y","","4","Y","Y"
"520486540","2013","SINAI HOSPITAL OF BALTIMORE INC","MD","21215","03","1","2","1","SINAI HOSPITAL OF BALTIMORE INC","21215","123467","Y","123456780","12","Y","Y","Y","123","1234678","Y","N","N","0","Y","Y","300","Y","500","Y","7","Y","Y","23456","Y","","Y","","1234","Y","","4","Y","Y"
"591943502","2013","SHANDS TEACHING HOSPITAL AND CLINICS INC","FL","32610","03","1","2","1","SHANDS AT THE UNIVERSITY OF FLORIDA","32610","12347","Y","123456789","13","Y","Y","Y","1","8","Y","N","N","0","Y","Y","200","Y","400","Y","126","Y","Y","123456","Y","1","Y","","134","Y","","4","Y","Y"
"910564491","2013","FRANCISCAN HEALTH SYSTEM","WA","98405","03","4","2","2","ST FRANCIS HOSPITAL","98003","1247","Y","12345678","12","Y","Y","Y","12","178","Y","N","N","0","Y","Y","","Y","","Y","123456","Y","Y","13456","Y","","Y","","","Y","","3","Y","Y"
"910564491","2013","FRANCISCAN HEALTH SYSTEM","WA","98405","03","4","3","3","ST CLARE HOSPITAL","98499","127","Y","12345678","12","Y","Y","Y","12","178","Y","N","N","0","Y","Y","","Y","","Y","123456","Y","Y","13456","Y","","Y","","","Y","","3","Y","Y"
"910564491","2013","FRANCISCAN HEALTH SYSTEM","WA","98405","03","4","4","4","ST ANTHONY HOSPITAL","98332","127","Y","12345678","12","Y","Y","Y","12","178","Y","N","N","0","Y","Y","","Y","","Y","123456","Y","Y","13456","Y","","Y","","","Y","","3","Y","Y"
"910564491","2013","FRANCISCAN HEALTH SYSTEM","WA","98405","03","4","5","1","ST JOSEPH MEDICAL CENTER","98405","1247","Y","12345678","12","Y","Y","Y","12","178","Y","N","N","0","Y","Y","","Y","","Y","123456","Y","Y","13456","Y","","Y","","","Y","","3","Y","Y"
"450231675","2013","OAKES COMMUNITY HOSPITAL","ND","58474","03","1","2","1","OAKES COMMUNITY HOSPITAL","58474","1257","Y","123456789","12","Y","Y","Y","12","12678","Y","N","N","0","Y","Y","","Y","","Y","123457","Y","Y","123456","Y","","Y","","","Y","","4","Y","Y"
"510603966","2013","TAKOMA REGIONAL HOSPITAL INC","TN","37743","03","1","2","1","TAKOMA REGIONAL HOSPITAL","37743","127","Y","12345678","12","Y","Y","Y","123","12345678","Y","N","N","0","Y","Y","200","Y","400","Y","1234567","Y","Y","67","Y","","Y","","","Y","","4","Y","Y"
"314446959","2013","SHELTERING ARMS HOSPITAL FOUNDATION","OH","45701","03","1","2","1","O'BLENESS MEMORIAL HOSPITAL","45701","1247","Y","123456789","12","Y","Y","Y","12","7","Y","N","N","0","Y","Y","150","Y","200","Y","1467","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"020232673","2013","THE ELLIOT HOSPITAL OF THE CITY OF MANCHESTER","NH","03103","03","1","2","1","THE ELLIOT HOSPITAL OF CITY OF MANCHSTR","3103","1237","Y","123456789","12","Y","Y","Y","12","38","Y","N","N","0","Y","Y","200","Y","400","Y","12345678","Y","Y","123456","Y","","Y","","1234","Y","","2","Y","Y"
"720423889","2013","THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND","LA","70118","03","1","2","1","TULANE UNIVERSITY HOSPITAL AND CLINIC","70112","1247","Y","12345678","13","Y","Y","Y","2","12345678","Y","N","N","0","Y","Y","100","Y","200","Y","1234567","Y","Y","13456","Y","13","Y","13","1234","Y","","3","Y","Y"
"520607913","2013","LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL INC","MD","21215","03","1","1","1","Levindale Hebrew Geriatric Center & H","21215","1","Y","123456780","2012","Y","Y","Y","123","1234678","Y","Y","Y","0","Y","Y","300","Y","500","Y","7","Y","Y","456","Y","","Y","","124","Y","1","4","Y","Y"
"390807236","2013","AGNESIAN HEALTHCARE INC","WI","53935","03","1","2","1","ST AGNES HOSPITAL","54935","127","Y","123456789","12","Y","Y","Y","123","123456789","Y","N","N","0","Y","Y","165","Y","300","Y","12578","Y","Y","13456","Y","15","Y","","1234","Y","","4","Y","Y"
"751037226","2013","Baylor Institute for Rehabilitation at Gaston Episcopal Hosp","TX","75201","03","4","1","1","Baylor Institute for Rehabilitation","75246","1","Y","12345678","2012","Y","Y","Y","12","1278","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","14","4","Y","Y"
"751037226","2013","Baylor Institute for Rehabilitation at Gaston Episcopal Hosp","TX","75201","03","4","2","2","BIR-Frisco","75034","1","Y","12345678","2012","Y","Y","Y","12","1278","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","14","4","Y","Y"
"751037226","2013","Baylor Institute for Rehabilitation at Gaston Episcopal Hosp","TX","75201","03","4","3","3","BIR Fort Worth","76132","1","Y","12345678","2012","Y","Y","Y","12","1278","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","14","4","Y","Y"
"751037226","2013","Baylor Institute for Rehabilitation at Gaston Episcopal Hosp","TX","75201","03","4","4","4","BIR Northwest Dallas","75247","1","Y","12345678","2012","Y","Y","Y","12","1278","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","14","4","Y","Y"
"751837454","2013","Baylor University Medical Center","TX","75201","03","10","11","1","Baylor University Medical Center","75246","12467","Y","12345678","12","Y","Y","Y","12","123478","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751837454","2013","Baylor University Medical Center","TX","75201","03","10","12","2","Baylor Heart & Vascular Center LLP","75226","1","Y","12345678","12","Y","Y","Y","12","123478","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751837454","2013","Baylor University Medical Center","TX","75201","03","10","13","3","Frisco Medical Center LLP","75034","127","Y","12345678","12","Y","Y","Y","12","1278","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751837454","2013","Baylor University Medical Center","TX","75201","03","10","14","4","North Central Surgical Center LLP","75231","127","Y","12345678","12","Y","Y","Y","12","1278","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751837454","2013","Baylor University Medical Center","TX","75201","03","10","15","5","Ft Worth Surgicare Partners Ltd","76104","127","Y","12345678","12","Y","Y","Y","12","1278","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751837454","2013","Baylor University Medical Center","TX","75201","03","10","16","6","Arlington Orthopedic & Spine Hospital","76015","127","Y","12345678","12","Y","Y","Y","12","1278","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751837454","2013","Baylor University Medical Center","TX","75201","03","10","17","7","MSH Partners LLP","75204","127","Y","1245678","12","Y","Y","Y","12","1278","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751837454","2013","Baylor University Medical Center","TX","75201","03","10","18","8","Trophy Club Medical Center LLP","76262","127","Y","12345678","12","Y","Y","Y","12","1278","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751837454","2013","Baylor University Medical Center","TX","75201","03","10","19","9","Irving Coppell Surgical Hospital LLP","75063","127","Y","12345678","12","Y","Y","Y","12","1278","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751837454","2013","Baylor University Medical Center","TX","75201","03","10","20","10","Baylor Emergency Med Ctr at Aubrey","76227","17","Y","12345678","12","Y","Y","Y","12","1278","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","","Y","","Y","","134","Y","","","Y","Y"
"460224598","2013","AVERA ST LUKE'S","SD","57401","03","1","2","1","AVERA ST LUKE'S","57401","1279","Y","123456789","12","Y","Y","Y","12","123456789","Y","N","N","0","Y","Y","150","Y","400","Y","1234567","Y","Y","167","Y","","Y","","1234","Y","","2","Y","Y"
"751008430","2013","Baylor All Saints Medical Center","TX","75201","03","1","2","1","BASMC at Fort Worth","76104","1267","Y","12345678","12","Y","Y","Y","12","123478","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"752586857","2013","Baylor Medical Center at Irving","TX","75201","03","2","3","1","Baylor Medical Center at Irving","75061","127","Y","12345678","12","Y","Y","Y","12","123478","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"752586857","2013","Baylor Medical Center at Irving","TX","75201","03","2","4","2","Irving Coppell Surgical Hospital","75063","1279","Y","12345678","12","Y","Y","Y","12","1278","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"820551704","2013","Baylor Regional Medical Center at Plano","TX","75201","03","3","1","1","Baylor Regional Medical Ctr at Plano","75093","1267","Y","12345678","2012","Y","Y","Y","12","123478","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"820551704","2013","Baylor Regional Medical Center at Plano","TX","75201","03","3","2","2","Texas Heart Hospital of Southwest LLP","75093","127","Y","12345678","2012","Y","Y","Y","12","123478","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"820551704","2013","Baylor Regional Medical Center at Plano","TX","75201","03","3","5","3","The Heart Hospital Baylor Denton","76208","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"251260215","2013","Jefferson Regional Medical Center","PA","15222","03","1","2","1","Jefferson Regional Medical Center","15236","127","Y","123456789","13","Y","Y","Y","12","1","Y","Y","Y","0","Y","Y","","Y","","Y","13","Y","Y","12346","Y","","Y","","3","Y","","3","Y","Y"
"751037591","2013","Baylor Medical Centers at Garland and McKinney","TX","75201","03","2","1","1","Baylor Medical Center at Garland","75042","1247","Y","12345678","2012","Y","Y","Y","","123478","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751037591","2013","Baylor Medical Centers at Garland and McKinney","TX","75201","03","2","2","2","Baylor Medical Center at McKinney","75071","127","Y","12345678","2012","Y","Y","Y","","123478","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751844139","2013","Baylor Medical Center at Waxahachie","TX","75201","03","1","2","1","Baylor Medical Center at Waxahachie","75165","127","Y","12345678","12","Y","Y","Y","12","123478","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751777119","2013","Baylor Regional Medical Center at Grapevine","TX","75201","03","2","1","1","Baylor Regional Med Cntr at Grapevine","76051","127","Y","12345678","2012","Y","Y","Y","12","123478","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"751777119","2013","Baylor Regional Medical Center at Grapevine","TX","75201","03","2","2","2","Trinity MC LLC dba Baylor Med Cntr at","75010","127","Y","12345678","2012","Y","Y","Y","12","123478","Y","Y","Y","0","Y","Y","200","Y","500","Y","12378","Y","Y","167","Y","","Y","","134","Y","","4","Y","Y"
"941603784","2013","ENLOE MEDICAL CENTER","CA","95926","03","1","1","1","Enloe Medical Center","95926","127","Y","123456789","2013","Y","Y","Y","12","123478","Y","Y","Y","0","Y","Y","249","Y","450","Y","147","Y","Y","13456","Y","","Y","","1234","Y","","3","Y","Y"
"561509260","2013","REX HOSPITAL INC DBA REX HEALTHCARE","NC","27607","03","1","2","1","REX HOSPITAL INC","27607","1","Y","12345678","12","Y","Y","Y","12","234678","Y","N","N","0","Y","Y","250","Y","250","Y","12345678","Y","Y","1456","Y","1","Y","1","1234","Y","","4","Y","Y"
"440605373","2013","The Children's Mercy Hospital","MO","64108","03","2","1","1","The Children's Mercy Hospital","64108","1234679","Y","123456789","2012","Y","Y","Y","12","1234567","Y","Y","Y","0","Y","Y","300","Y","500","Y","1234567","Y","Y","16","Y","","Y","","","Y","","4","Y","Y"
"440605373","2013","The Children's Mercy Hospital","MO","64108","03","2","2","2","Children's Mercy South","66211","123479","Y","123456789","2012","Y","Y","Y","12","1234567","Y","Y","Y","0","Y","Y","300","Y","500","Y","1234567","Y","Y","16","Y","","Y","","","Y","","4","Y","Y"
"743107055","2013","StVincent Carmel Hospital Inc","IN","46032","03","1","2","1","StVincent Carmel Hospital Inc","46032","127","Y","123456789","12","Y","Y","Y","12","1235678","Y","N","N","0","Y","Y","200","Y","400","Y","12","Y","Y","234","Y","","Y","","","Y","","4","Y","Y"
"311435820","2013","UC Health","OH","45229","03","3","1","1","University of Cincinnati Medical Cnt","45219","12457","Y","123456789","12","Y","N","Y","1","1","Y","N","N","0","Y","Y","150","Y","200","Y","1234567","Y","Y","7","Y","","N","","","Y","","4","N","N"
"311435820","2013","UC Health","OH","45229","03","3","2","2","West Chester Hospital LLC","45069","127","Y","123456789","12","Y","Y","Y","1","1","Y","N","N","0","Y","Y","150","Y","200","Y","1234567","Y","Y","7","Y","","N","","","Y","","4","N","N"
"311435820","2013","UC Health","OH","45229","03","3","3","3","Daniel Drake Cntr for Post-Acute Care","45216","19","Y","123456789","12","Y","N","Y","1","1","Y","N","N","0","Y","Y","150","Y","200","Y","1234567","Y","Y","7","Y","","N","","","Y","","4","N","N"
"621636465","2013","WELLMONT HEALTH SYSTEM","TN","37660","03","6","7","1","HOLSTON VALLEY MEDICAL CENTER","37660","1247","Y","12345678","13","Y","Y","Y","12","125678","Y","N","N","0","Y","Y","200","Y","","Y","1234567","Y","Y","1346","Y","12345","Y","12345","124","Y","","4","Y","Y"
"621636465","2013","WELLMONT HEALTH SYSTEM","TN","37660","03","6","8","2","BRISTOL REGIONAL MEDICAL CENTER","37620","1247","Y","12345678","13","Y","Y","Y","12","125678","Y","N","N","0","Y","Y","200","Y","","Y","1234567","Y","Y","1346","Y","12345","Y","12345","124","Y","","4","Y","Y"
"621636465","2013","WELLMONT HEALTH SYSTEM","TN","37660","03","6","9","3","LONESOME PINE HOSPITAL","24219","1247","Y","12345678","13","Y","Y","Y","12","125678","Y","N","N","0","Y","Y","200","Y","","Y","1234567","Y","Y","1346","Y","12345","Y","12345","124","Y","","4","Y","Y"
"621636465","2013","WELLMONT HEALTH SYSTEM","TN","37660","03","6","10","4","MOUNTAIN VIEW REGIONAL MEDICAL CENT","24273","127","Y","12345678","13","Y","Y","Y","12","125678","Y","N","N","0","Y","Y","200","Y","","Y","1234567","Y","Y","1346","Y","12345","Y","12345","124","Y","","4","Y","Y"
"621636465","2013","WELLMONT HEALTH SYSTEM","TN","37660","03","6","11","5","LEE REGIONAL MEDICAL CENTER","24277","127","Y","12345678","13","Y","Y","Y","12","125678","Y","N","N","0","Y","Y","200","Y","","Y","1234567","Y","Y","1346","Y","12345","Y","12345","124","Y","","4","Y","Y"
"621636465","2013","WELLMONT HEALTH SYSTEM","TN","37660","03","6","12","6","HANCOCK COUNTY HOSPITAL","37869","157","Y","12345678","13","Y","Y","Y","12","125678","Y","N","N","0","Y","Y","200","Y","","Y","1234567","Y","Y","1346","Y","12345","Y","12345","124","Y","","4","Y","Y"
"410730602","2013","LAKE REGION HEALTHCARE CORPORATION","MN","56538","03","1","2","1","LAKE REGION HEALTHCARE CORPORATION","56537","127","Y","12345789","12","Y","Y","Y","12","12678","Y","N","N","0","Y","Y","175","Y","175","Y","","Y","Y","1456","Y","","Y","","","Y","","4","Y","Y"
"520738041","2013","HOLY CROSS HEALTH INC","MD","20910","03","1","2","1","HOLY CROSS HOSPITAL","20910","1247","Y","123456789","11","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","300","Y","123478","Y","Y","134567","Y","","Y","","1234","Y","","4","Y","Y"
"350869066","2013","StVincent Hospital and Health Care Center Inc","IN","46260","03","5","6","1","StVincent Hospital and Health Care Cent","46260","124567","Y","123456789","12","Y","Y","Y","12","1235678","Y","N","N","0","Y","Y","200","Y","400","Y","12","Y","Y","234","Y","","Y","","","Y","","4","Y","Y"
"350869066","2013","StVincent Hospital and Health Care Center Inc","IN","46260","03","5","7","2","StVincent Stress Center","46260","1","Y","123456789","12","Y","Y","Y","12","1235678","Y","N","N","0","Y","Y","200","Y","400","Y","12","Y","Y","234","Y","","Y","","","Y","","4","Y","Y"
"350869066","2013","StVincent Hospital and Health Care Center Inc","IN","46260","03","5","8","3","StVincent Women's Hospital","46260","127","Y","123456789","12","Y","Y","Y","12","1235678","Y","N","N","0","Y","Y","200","Y","400","Y","12","Y","Y","234","Y","","Y","","","Y","","4","Y","Y"
"350869066","2013","StVincent Hospital and Health Care Center Inc","IN","46260","03","5","9","4","StVincent Medical Center Northeast","46037","17","Y","123456789","12","Y","Y","Y","12","1235678","Y","N","N","0","Y","Y","200","Y","400","Y","12","Y","Y","234","Y","","Y","","","Y","","4","Y","Y"
"350869066","2013","StVincent Hospital and Health Care Center Inc","IN","46260","03","5","10","5","Peyton Manning Children's Hospital","46260","1237","Y","123456789","12","Y","Y","Y","12","1235678","Y","N","N","0","Y","Y","200","Y","400","Y","12","Y","Y","234","Y","","Y","","","Y","","4","Y","Y"
"710236917","2013","ST VINCENT INFIRMARY MEDICAL CENTER","AR","72205","03","2","2","2","ST VINCENT MEDICAL CENTER NORTH","72120","127","Y","1234589","12","Y","Y","Y","1","78","Y","N","N","0","Y","Y","","Y","","Y","1234567","Y","Y","1456","Y","","Y","","","Y","","3","Y","Y"
"710236917","2013","ST VINCENT INFIRMARY MEDICAL CENTER","AR","72205","03","2","3","1","ST VINCENT INFIRMARY MEDICAL CENTER","72205","127","Y","1234589","12","Y","Y","Y","1","78","Y","N","N","0","Y","Y","","Y","","Y","1234567","Y","Y","1456","Y","","Y","","","Y","","3","Y","Y"
"383369438","2013","Covenant Medical Center Inc","MI","48602","03","4","5","1","COVENANT MEDICAL CENTER INC (COOPER)","48602","1247","Y","123456789","10","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","300","Y","156","Y","Y","15","Y","","Y","","1234","Y","","4","Y","Y"
"383369438","2013","Covenant Medical Center Inc","MI","48602","03","4","6","2","COVENANT MEDICAL CENTER INC (HARRISON","48602","1247","Y","123456789","10","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","300","Y","156","Y","Y","15","Y","","Y","","1234","Y","","4","Y","Y"
"383369438","2013","Covenant Medical Center Inc","MI","48602","03","4","7","3","COVENANT MEDICAL CENTER INC (REHAB)","48602","129","Y","123456789","10","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","300","Y","156","Y","Y","15","Y","","Y","","1234","Y","","4","Y","Y"
"383369438","2013","Covenant Medical Center Inc","MI","48602","03","4","8","4","COVENANT MEDICAL CENTER INC (MICHIGAN","48602","129","Y","123456789","10","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","300","Y","156","Y","Y","15","Y","","Y","","1234","Y","","4","Y","Y"
"710329353","2013","Jefferson Hospital Association Inc","AR","71603","03","1","2","1","JEFFERSON REGIONAL MEDICAL CENTER","71603","1247","Y","12345678","12","Y","Y","Y","12","12678","Y","N","N","0","Y","Y","150","Y","300","Y","12346","Y","Y","12456","Y","","Y","","1234","Y","","4","Y","Y"
"381360526","2013","Borgess Medical Center","MI","49048","03","2","1","1","Borgess Medical Center","49048","12467","Y","123456789","2012","Y","Y","Y","12","12345678","Y","Y","Y","0","Y","Y","200","Y","350","Y","123456","Y","Y","7","Y","","Y","","","Y","","2","Y","Y"
"381360526","2013","Borgess Medical Center","MI","49048","03","2","2","2","Borgess PIPP Hospital","49080","79","Y","123456789","2012","Y","Y","Y","12","12345678","Y","Y","Y","0","Y","Y","200","Y","350","Y","123456","Y","Y","7","Y","","Y","","","Y","","2","Y","Y"
"381443395","2013","St Joseph Health System Inc","MI","48763","03","1","2","1","St Joseph Health System Inc","48763","127","Y","12345678","12","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","300","Y","12456","Y","Y","17","Y","","Y","","","Y","","3","Y","Y"
"840255530","2013","Lutheran Hosp Assoc of the San Luis Valley","CO","81101","03","1","1","1","Lutheran Hospital of SLV","81101","127","Y","123456789","2012","Y","Y","Y","12","12345678","Y","Y","Y","0","Y","Y","40","Y","250","Y","1","Y","Y","13456","Y","","Y","","123","Y","","3","Y","Y"
"251801532","2013","VALLEY MEDICAL FACILITIES INC","PA","15143","03","2","1","1","HERITAGE VALLEY BEAVER","15009","1247","Y","123456789","2013","Y","Y","Y","12","127","Y","Y","Y","0","Y","Y","300","Y","450","Y","1","Y","Y","6","Y","","Y","","","Y","","4","Y","Y"
"251801532","2013","VALLEY MEDICAL FACILITIES INC","PA","15143","03","2","2","2","HERITAGE VALLEY SEWICKLEY","15143","127","Y","123456789","2013","Y","Y","Y","12","127","Y","Y","Y","0","Y","Y","300","Y","450","Y","1","Y","Y","6","Y","","Y","","","Y","","4","Y","Y"
"382377821","2013","Genesys Regional Medical Center","MI","48439","03","1","2","1","Genesys Regional Medical Center","48493","12467","Y","123456789","12","Y","Y","Y","123","12345678","Y","N","N","0","Y","Y","250","Y","300","Y","1234567","Y","Y","13467","Y","","Y","","","Y","","4","Y","Y"
