conuty,state,fips,rate
"Worcester, MD",MD,24047,81.4
"Itasca, MN",MN,27061,81.4
"Stone, MO",MO,29209,81.4
"Powell, MT",MT,30077,81.4
"Clark, NV",NV,32003,81.4
"Fairfax City, VA",VA,51600,81.4
"Juneau, AK",AK,2110,81.3
"Baca, CO",CO,8009,81.2
"Coweta, GA",GA,13077,81.2
"Wayne, IL",IL,17191,81.2
"Marshall, IA",IA,19127,81.2
"Niagara, NY",NY,36063,81.2
"Volusia, FL",FL,12127,81.1
"Newton, GA",GA,13217,81.1
"Greenup, KY",KY,21089,81
"Armstrong, PA",PA,42005,81
"Bland, VA",VA,51021,81
"Grant, AR",AR,5053,80.9
"Chautauqua, NY",NY,36013,80.9
"Jefferson, PA",PA,42065,80.9
"Taylor, WV",WV,54091,80.9
"Noble, IN",IN,18113,80.8
"Pondera, MT",MT,30073,80.8
"Tuscarawas, OH",OH,39157,80.8
"Tioga, PA",PA,42117,80.8
"Lincoln, WY",WY,56023,80.8
"Clay, IL",IL,17025,80.7
"Carbon, WY",WY,56007,80.7
"San Patricio, TX",TX,48409,80.6
"Lake, OH",OH,39085,80.5
"Warren, PA",PA,42123,80.5
"Madison, FL",FL,12079,80.4
"Oxford, ME",ME,23017,80.4
"Onslow, NC",NC,37133,80.4
"Petersburg, AK",AK,2195,80.3
"Sarasota, FL",FL,12115,80.3
"Rockdale, GA",GA,13247,80.3
"Atlantic, NJ",NJ,34001,80.3
"Duplin, NC",NC,37061,80.3
"Fairfield, OH",OH,39045,80.3
"Beaver, PA",PA,42007,80.3
"Wayne, NC",NC,37191,80.2
"Franklin, OH",OH,39049,80.2
"Hill, TX",TX,48217,80.2
"Charlevoix, MI",MI,26029,80.1
"Tom Green, TX",TX,48451,80.1
"Kosciusko, IN",IN,18085,80
"Pawnee, NE",NE,31133,80
"Lorain, OH",OH,39093,79.9
"Kaufman, TX",TX,48257,79.9
"Monroe, FL",FL,12087,79.8
"Wells, IN",IN,18179,79.8
"Pamlico, NC",NC,37137,79.8
"Carbon, PA",PA,42025,79.8
"Washington, PA",PA,42125,79.8
"Madison, AR",AR,5087,79.7
"Harford, MD",MD,24025,79.7
"Cattaraugus, NY",NY,36009,79.7
"Seneca, OH",OH,39147,79.6
"Pennington, SD",SD,46103,79.6
"Highlands, FL",FL,12055,79.5
"Clinton, IN",IN,18023,79.5
"Grafton, NH",NH,33009,79.5
"Richland, OH",OH,39139,79.5
"York, SC",SC,45091,79.5
"Pima, AZ",AZ,4019,79.4
"Lumpkin, GA",GA,13187,79.4
"Owen, IN",IN,18119,79.3
"Fleming, KY",KY,21069,79.3
"Huron, MI",MI,26063,79.3
"Hillsdale, MI",MI,26059,79.2
"Westmoreland, PA",PA,42129,79.2
"Black Hawk, IA",IA,19013,79.1
"Lewis and Clark, MT",MT,30049,79.1
"Kershaw, SC",SC,45055,79.1
"Bienville, LA",LA,22013,79
"Allegheny, PA",PA,42003,79
"Matanuska-Susitna, AK",AK,2170,78.9
"St. Clair, IL",IL,17163,78.9
"Kent, MI",MI,26081,78.9
"Adams, NE",NE,31001,78.9
"Latimer, OK",OK,40077,78.9
"Codington, SD",SD,46029,78.9
"Galveston, TX",TX,48167,78.9
"Finney, KS",KS,20055,78.8
"St. Charles, LA",LA,22089,78.8
"Cecil, MD",MD,24015,78.8
"Franklin, PA",PA,42055,78.8
"Greene, AL",AL,1063,78.7
"Okanogan, WA",WA,53047,78.7
"Ellsworth, KS",KS,20053,78.6
"Hamilton, OH",OH,39061,78.6
"Canyon, ID",ID,16027,78.5
"Cloud, KS",KS,20029,78.5
"St. Charles, MO",MO,29183,78.5
"Kent, RI",RI,44003,78.5
"Hendricks, IN",IN,18063,78.4
"Kalamazoo, MI",MI,26077,78.4
"Navarro, TX",TX,48349,78.4
"Snohomish, WA",WA,53061,78.4
"Lincoln, WI",WI,55069,78.4
"New Castle, DE",DE,10003,78.3
"DeKalb, IN",IN,18033,78.3
"Pickaway, OH",OH,39129,78.3
"Hancock, IN",IN,18059,78.2
"Tippecanoe, IN",IN,18157,78.2
"Platte, NE",NE,31141,78.2
"Greene, PA",PA,42059,78.2
"Hutchinson, TX",TX,48233,78.2
"Windham, CT",CT,9015,78.1
"Elkhart, IN",IN,18039,78.1
"Kenton, KY",KY,21117,78.1
"St. Martin, LA",LA,22099,78.1
"Salem, NJ",NJ,34033,78.1
"Davidson, NC",NC,37057,78.1
"Potter, TX",TX,48375,78.1
"Patrick, VA",VA,51141,78.1
"Scott, IA",IA,19163,78
"Baltimore, MD",MD,24005,78
"Atkinson, GA",GA,13003,77.9
"Jerome, ID",ID,16053,77.9
"Columbia, OR",OR,41009,77.9
"Gillespie, TX",TX,48171,77.9
"Laramie, WY",WY,56021,77.9
"Charlotte, FL",FL,12015,77.8
"Union, SD",SD,46127,77.8
"Huerfano, CO",CO,8055,77.7
"Yuma, CO",CO,8125,77.7
"Marion, IN",IN,18097,77.7
"Howard, NE",NE,31093,77.7
"Archuleta, CO",CO,8007,77.6
"Flagler, FL",FL,12035,77.6
"Beauregard, LA",LA,22011,77.6
"Minnehaha, SD",SD,46099,77.6
"Fulton, IL",IL,17057,77.5
"Ector, TX",TX,48135,77.5
"Buffalo, NE",NE,31019,77.4
"Delaware, PA",PA,42045,77.4
"San Luis Obispo, CA",CA,6079,77.3
"Manatee, FL",FL,12081,77.3
"Cimarron, OK",OK,40025,77.3
"Grant, KS",KS,20067,77.2
"Hampden, MA",MA,25013,77.2
"Hinds, MS",MS,28049,77.1
"Lincoln, MO",MO,29113,77.1
"Comal, TX",TX,48091,77.1
"Meriwether, GA",GA,13199,77
"Oakland, MI",MI,26125,77
"Shelby, OH",OH,39149,77
"Indiana, PA",PA,42063,77
"McLennan, TX",TX,48309,77
"Power, ID",ID,16077,76.9
"Walker, TX",TX,48471,76.9
"Carroll, MD",MD,24013,76.8
"Izard, AR",AR,5065,76.7
"Benzie, MI",MI,26019,76.7
"Ingham, MI",MI,26065,76.7
"Whatcom, WA",WA,53073,76.7
"Shelby, TN",TN,47157,76.5
"Fauquier, VA",VA,51061,76.5
"Teton, WY",WY,56039,76.5
"Fremont, CO",CO,8043,76.4
"Grant, WA",WA,53025,76.4
"Jefferson, CO",CO,8059,76.3
"Erath, TX",TX,48143,76.3
"Monroe, IL",IL,17133,76.2
"Gage, NE",NE,31067,76.1
"Randolph, NC",NC,37151,76.1
"Burleigh, ND",ND,38015,76.1
"Randall, TX",TX,48381,76.1
"Wayne, WV",WV,54099,76.1
"Cass, IN",IN,18017,76
"Monroe, IN",IN,18105,76
"Clinton, PA",PA,42035,76
"Fayette, TN",TN,47047,76
"Ada, ID",ID,16001,75.9
"Ravalli, MT",MT,30081,75.9
"Madison, OH",OH,39097,75.9
"Reeves, TX",TX,48389,75.9
"Philadelphia, PA",PA,42101,75.8
"Parker, TX",TX,48367,75.8
"Gilmer, WV",WV,54021,75.6
"Clearwater, MN",MN,27029,75.5
"Missoula, MT",MT,30063,75.5
"Barron, WI",WI,55005,75.5
"Pettis, MO",MO,29159,75.4
"Warren, NJ",NJ,34041,75.4
"Ottawa, OH",OH,39123,75.4
"Dallam, TX",TX,48111,75.4
"Spotsylvania, VA",VA,51177,75.4
"Wood, WI",WI,55141,75.4
"Cumberland, PA",PA,42041,75.3
"Hardeman, TX",TX,48197,75.3
"Henrico, VA",VA,51087,75.3
"Calhoun, FL",FL,12013,75.2
"Woodbury, IA",IA,19193,75.1
"St. Louis, MN",MN,27137,75.1
"Ellis, TX",TX,48139,75.1
"Campbell, WY",WY,56005,75.1
"Ashtabula, OH",OH,39007,75
"Salt Lake, UT",UT,49035,75
"Wasatch, UT",UT,49051,75
"New London, CT",CT,9011,74.9
"Macon, GA",GA,13193,74.9
"Choctaw, MS",MS,28019,74.9
"Windham, VT",VT,50025,74.9
"Grady, GA",GA,13131,74.7
"Morrison, MN",MN,27097,74.7
"Bernalillo, NM",NM,35001,74.7
"Champaign, OH",OH,39021,74.7
"Shenandoah, VA",VA,51171,74.7
"Berkshire, MA",MA,25003,74.6
"San Miguel, NM",NM,35047,74.6
"Sandusky, OH",OH,39143,74.5
"Butler, PA",PA,42019,74.5
"Morgan, CO",CO,8087,74.4
"Dickey, ND",ND,38021,74.4
"Rains, TX",TX,48379,74.4
"Concordia, LA",LA,22029,74.3
"Camden, GA",GA,13039,74.2
"Fremont, IA",IA,19071,74.2
"Cheshire, NH",NH,33005,74.2
"Clinton, NY",NY,36019,74.2
"Martin, FL",FL,12085,74.1
"Lincoln, KY",KY,21137,74.1
"Anne Arundel, MD",MD,24003,74.1
"Washington, ME",ME,23029,74
"Colfax, NM",NM,35007,74
"Miami, OH",OH,39109,74
"Seminole, OK",OK,40133,74
"Preston, WV",WV,54077,74
"York, ME",ME,23031,73.9
"Oktibbeha, MS",MS,28105,73.9
"Sauk, WI",WI,55111,73.8
"Maricopa, AZ",AZ,4013,73.7
"Shelby, KY",KY,21211,73.7
"Marion, OR",OR,41047,73.7
"Livingston, IL",IL,17105,73.6
"Mahaska, IA",IA,19123,73.6
"Wyandotte, KS",KS,20209,73.6
"Johnston, NC",NC,37101,73.6
"Waukesha, WI",WI,55133,73.6
"Henry, IA",IA,19087,73.5
"Fulton, NY",NY,36035,73.5
"Sheboygan, WI",WI,55117,73.5
"Linn, IA",IA,19113,73.4
"Lyon, KS",KS,20111,73.4
"Burlington, NJ",NJ,34005,73.4
"Chesterfield, VA",VA,51041,73.4
"Chippewa, MN",MN,27023,73.3
"Dakota, NE",NE,31043,73.3
"Holt, NE",NE,31089,73.3
"Bee, TX",TX,48025,73.3
"Comanche, TX",TX,48093,73.3
"Erie, NY",NY,36029,73.2
"Union, NC",NC,37179,73.2
"Union, OH",OH,39159,73.2
"Cheyenne, CO",CO,8017,73
"Sumter, FL",FL,12119,73
"Boone, IN",IN,18011,73
"Douglas, WI",WI,55031,73
"Bonner, ID",ID,16017,72.9
"Crawford, WI",WI,55023,72.9
"Putnam, GA",GA,13237,72.8
"Ransom, ND",ND,38073,72.8
"Tooele, UT",UT,49045,72.8
"Harrison, IA",IA,19085,72.7
"Lafayette, MS",MS,28071,72.7
"Warren, IL",IL,17187,72.6
"Hancock, ME",ME,23009,72.6
"Polk, NC",NC,37149,72.6
"Somerset, PA",PA,42111,72.6
"El Paso, CO",CO,8041,72.5
"Northampton, PA",PA,42095,72.5
"Bingham, ID",ID,16011,72.4
"Yakima, WA",WA,53077,72.4
"Iron, WI",WI,55051,72.4
"Carroll, AR",AR,5015,72.2
"Licking, OH",OH,39089,72.2
"Love, OK",OK,40085,72.2
"Lamar, GA",GA,13171,72.1
"Hawaii, HI",HI,15001,72.1
"Carlton, MN",MN,27017,72.1
"Audrain, MO",MO,29007,72.1
"St. Louis, MO",MO,29189,72.1
"Meigs, OH",OH,39105,72.1
"Beadle, SD",SD,46005,72.1
"Uvalde, TX",TX,48463,72.1
"Polk, WI",WI,55095,72.1
"Miami, IN",IN,18103,72
"Douglas, KS",KS,20045,72
"Union, LA",LA,22111,72
"Frederick, MD",MD,24021,71.9
"Platte, MO",MO,29165,71.9
"Rockingham, NH",NH,33015,71.9
"Bradford, PA",PA,42015,71.9
"Buena Vista, VA",VA,51530,71.9
"Morgan, WV",WV,54065,71.9
"Metcalfe, KY",KY,21169,71.8
"Hardin, OH",OH,39065,71.8
"Van Wert, OH",OH,39161,71.8
"Upshur, WV",WV,54097,71.8
"Randolph, IL",IL,17157,71.7
"Hamilton, IA",IA,19079,71.7
"Lake of the Woods, MN",MN,27077,71.7
"McIntosh, GA",GA,13191,71.6
"Pierce, GA",GA,13229,71.6
"Queen Anne’s, MD",MD,24035,71.6
"Stark, ND",ND,38089,71.6
"St. Mary’s, MD",MD,24037,71.5
"McLeod, MN",MN,27085,71.5
"Hickman, TN",TN,47081,71.5
"Kleberg, TX",TX,48273,71.5
"Culpeper, VA",VA,51047,71.5
"Acadia, LA",LA,22001,71.4
"Mercer, ND",ND,38057,71.4
"Kendall, TX",TX,48259,71.4
"Ward, TX",TX,48475,71.4
"Elmore, ID",ID,16039,71.3
"Emmet, IA",IA,19063,71.3
"Cherokee, KS",KS,20021,71.3
"Uintah, UT",UT,49047,71.3
"Kenosha, WI",WI,55059,71.3
"Steuben, NY",NY,36101,71.2
"McIntosh, OK",OK,40091,71.2
"Llano, TX",TX,48299,71.2
"Washington, WI",WI,55131,71.2
"Oceana, MI",MI,26127,71.1
"Teton, MT",MT,30099,71.1
"Sagadahoc, ME",ME,23023,71
"Dorchester, MD",MD,24019,71
"Polk, MN",MN,27119,71
"Sullivan, NY",NY,36105,71
"Montgomery, NC",NC,37123,70.9
"Ward, ND",ND,38101,70.9
"Harrison, OH",OH,39067,70.9
"Adair, OK",OK,40001,70.9
"Dauphin, PA",PA,42043,70.9
"Dawes, NE",NE,31045,70.8
"Bucks, PA",PA,42017,70.8
"Richland, SC",SC,45079,70.8
"Matagorda, TX",TX,48321,70.8
"Norfolk, VA",VA,51710,70.8
"Door, WI",WI,55029,70.8
"Effingham, IL",IL,17049,70.7
"Hickman, KY",KY,21105,70.7
"Blue Earth, MN",MN,27013,70.7
"Broome, NY",NY,36007,70.7
"New Haven, CT",CT,9009,70.6
"Pope, MN",MN,27121,70.6
"Ocean, NJ",NJ,34029,70.6
"Warren, OH",OH,39165,70.6
"Middlesex, CT",CT,9007,70.5
"Natchitoches, LA",LA,22069,70.5
"Wilkin, MN",MN,27167,70.5
"Lea, NM",NM,35025,70.5
"Champaign, IL",IL,17019,70.4
"Walthall, MS",MS,28147,70.4
"Edmunds, SD",SD,46045,70.4
"Camp, TX",TX,48063,70.4
"Navajo, AZ",AZ,4017,70.3
"Madison, MS",MS,28089,70.3
"Ferry, WA",WA,53019,70.3
"Limestone, AL",AL,1083,70.2
"Wright, IA",IA,19197,70.2
"Fayette, KY",KY,21067,70.2
"Jasper, IA",IA,19099,70.1
"Millard, UT",UT,49027,70.1
"Larimer, CO",CO,8069,70
"Johnson, KS",KS,20091,70
"Carlisle, KY",KY,21039,69.9
"Mercer, MO",MO,29129,69.9
"Ray, MO",MO,29177,69.9
"Delaware, NY",NY,36025,69.9
"Mariposa, CA",CA,6043,69.8
"Riley, KS",KS,20161,69.8
"Harrison, TX",TX,48203,69.8
"Brown, WI",WI,55009,69.8
"Polk, FL",FL,12105,69.7
"Barnstable, MA",MA,25001,69.7
"Monongalia, WV",WV,54061,69.7
"Geary, KS",KS,20061,69.6
"Coryell, TX",TX,48099,69.6
"Thurston, WA",WA,53067,69.6
"Miller, MO",MO,29131,69.5
"Chase, NE",NE,31029,69.5
"Clarion, PA",PA,42031,69.5
"Hale, TX",TX,48189,69.5
"Bibb, AL",AL,1007,69.4
"Vermilion, LA",LA,22113,69.4
"Rockwall, TX",TX,48397,69.4
"Manitowoc, WI",WI,55071,69.4
"Yell, AR",AR,5149,69.3
"Routt, CO",CO,8107,69.3
"Alachua, FL",FL,12001,69.3
"Idaho, ID",ID,16049,69.3
"Wharton, TX",TX,48481,69.3
"Webster, WV",WV,54101,69.3
"Whiteside, IL",IL,17195,69.2
"Brewster, TX",TX,48043,69.2
"Charlottesville, VA",VA,51540,69.2
"Bedford, PA",PA,42009,69.1
"Snyder, PA",PA,42109,69.1
"Newport News, VA",VA,51700,69.1
"Butler, NE",NE,31023,69
"Morrill, NE",NE,31123,69
"Franklin, WA",WA,53021,69
"Pierce, WA",WA,53053,69
"Hendry, FL",FL,12051,68.9
"Nowata, OK",OK,40105,68.9
"El Dorado, CA",CA,6017,68.8
"Tulare, CA",CA,6107,68.8
"Crawford, IA",IA,19047,68.8
"St. James, LA",LA,22093,68.8
"Tarrant, TX",TX,48439,68.8
"Leon, FL",FL,12073,68.7
"Elko, NV",NV,32007,68.7
"Davis, UT",UT,49011,68.7
"Pulaski, IL",IL,17153,68.6
"Koochiching, MN",MN,27071,68.6
"Merced, CA",CA,6047,68.5
"Ulster, NY",NY,36111,68.5
"Washington, NY",NY,36115,68.5
"Hyde, NC",NC,37095,68.5
"Wagoner, OK",OK,40145,68.5
"Pike, MO",MO,29163,68.4
"Chesapeake, VA",VA,51550,68.4
"Hampshire, WV",WV,54027,68.4
"Jefferson, WI",WI,55055,68.4
"McCurtain, OK",OK,40089,68.3
"Beaufort, SC",SC,45013,68.3
"Anchorage, AK",AK,2020,68.2
"Bullitt, KY",KY,21029,68.2
"Franklin, ME",ME,23007,68.2
"Crow Wing, MN",MN,27035,68.2
"Warren, MO",MO,29219,68.2
"San Juan, NM",NM,35045,68.2
"Fayette, IA",IA,19065,68.1
"Sanders, MT",MT,30089,68.1
"Hamilton, NE",NE,31081,68.1
"York, PA",PA,42133,68.1
"St. Lucie, FL",FL,12111,68
"Cherokee, GA",GA,13057,68
"Richland, LA",LA,22083,68
"Benton, MS",MS,28009,68
"New Madrid, MO",MO,29143,68
"Greene, NY",NY,36039,68
"Franklin, TX",TX,48159,68
"Lake, MT",MT,30047,67.9
"Dubuque, IA",IA,19061,67.8
"Orleans, LA",LA,22071,67.8
"Montmorency, MI",MI,26119,67.8
"Isle of Wight, VA",VA,51093,67.8
"Kings, CA",CA,6031,67.7
"Marion, IA",IA,19125,67.6
"Brown, MN",MN,27015,67.6
"Kimble, TX",TX,48267,67.6
"Monroe, WI",WI,55081,67.6
"Johnson, WY",WY,56019,67.6
"Davis, IA",IA,19051,67.5
"Curry, NM",NM,35009,67.5
"Clay, WV",WV,54015,67.5
"Harper, KS",KS,20077,67.4
"Christian, KY",KY,21047,67.4
"Wayne, PA",PA,42127,67.4
"Jasper, TX",TX,48241,67.4
"Walworth, WI",WI,55127,67.4
"Knox, ME",ME,23013,67.3
"Ionia, MI",MI,26067,67.3
"Green Lake, WI",WI,55047,67.3
"Nuckolls, NE",NE,31129,67.1
"Hancock, OH",OH,39063,67.1
"Fairfield, SC",SC,45039,67.1
"Hillsborough, FL",FL,12057,67
"Cuyahoga, OH",OH,39035,67
"Litchfield, CT",CT,9005,66.9
"Potter, PA",PA,42105,66.9
"Brazos, TX",TX,48041,66.9
"Glenn, CA",CA,6021,66.8
"Humboldt, IA",IA,19091,66.8
"Bollinger, MO",MO,29017,66.8
"Barnes, ND",ND,38003,66.8
"Medina, OH",OH,39103,66.8
"Douglas, NE",NE,31055,66.7
"Fayette, TX",TX,48149,66.7
"Midland, TX",TX,48329,66.7
"Kitsap, WA",WA,53035,66.7
"Placer, CA",CA,6061,66.5
"Washington, RI",RI,44009,66.5
"Montgomery, TX",TX,48339,66.5
"Jackson, TN",TN,47087,66.4
"Karnes, TX",TX,48255,66.4
"Fayette, IL",IL,17051,66.3
"Kandiyohi, MN",MN,27067,66.2
"Williams, ND",ND,38105,66.2
"Colorado, TX",TX,48089,66.2
"Summit, CO",CO,8117,66.1
"Monroe, GA",GA,13207,66.1
"Eastland, TX",TX,48133,66.1
"Muscatine, IA",IA,19139,66
"Pembina, ND",ND,38067,66
"Montgomery, VA",VA,51121,66
"Cass, TX",TX,48067,65.9
"Adams, IN",IN,18001,65.8
"Chippewa, MI",MI,26033,65.8
"Summit, UT",UT,49043,65.8
"Union, IN",IN,18161,65.7
"Mississippi, MO",MO,29133,65.7
"Douglas, WA",WA,53017,65.7
"Iroquois, IL",IL,17075,65.6
"Perkins, NE",NE,31135,65.6
"Bent, CO",CO,8011,65.5
"McHenry, IL",IL,17111,65.5
"Woodford, KY",KY,21239,65.5
"Kearney, NE",NE,31099,65.5
"Lee, FL",FL,12071,65.4
"Newton, MS",MS,28101,65.4
"Mason, IL",IL,17125,65.3
"Montgomery, MO",MO,29139,65.3
"Bailey, TX",TX,48017,65.3
"Sevier, AR",AR,5133,65.2
"Sumner, KS",KS,20191,65.2
"Merrick, NE",NE,31121,65.2
"Portage, OH",OH,39133,65.2
"Yazoo, MS",MS,28163,65.1
"Virginia Beach, VA",VA,51810,65.1
"Clinton, MO",MO,29049,64.9
"Hillsborough, NH",NH,33011,64.9
"Williamson, TX",TX,48491,64.9
"Bertie, NC",NC,37015,64.8
"Accomack, VA",VA,51001,64.8
"La Crosse, WI",WI,55063,64.8
"Brantley, GA",GA,13025,64.7
"Treutlen, GA",GA,13283,64.7
"Hill, MT",MT,30041,64.7
"Wayne, OH",OH,39169,64.7
"Perry, PA",PA,42099,64.7
"Los Alamos, NM",NM,35028,64.6
"Yadkin, NC",NC,37197,64.6
"Huntingdon, PA",PA,42061,64.6
"Chippewa, WI",WI,55017,64.6
"Holmes, MS",MS,28051,64.5
"Barry, MI",MI,26015,64.4
"St. Johns, FL",FL,12109,64.3
"Oconee, GA",GA,13219,64.3
"Latah, ID",ID,16057,64.3
"Henry, IL",IL,17073,64.3
"Mineral, MT",MT,30061,64.3
"Nottoway, VA",VA,51135,64.3
"Oneida, NY",NY,36065,64.2
"Hubbard, MN",MN,27057,64.1
"Lancaster, NE",NE,31109,64.1
"Falls Church, VA",VA,51610,64.1
"Lincoln, WV",WV,54043,64.1
"Hampshire, MA",MA,25015,64
"Lincoln, MN",MN,27081,64
"Berks, PA",PA,42011,64
"Prince of Wales-Hyder, AK",AK,2198,63.9
"Dukes, MA",MA,25007,63.9
"Dale, AL",AL,1045,63.8
"Brazoria, TX",TX,48039,63.8
"Milam, TX",TX,48331,63.8
"Burnett, WI",WI,55013,63.8
"Pocahontas, IA",IA,19151,63.7
"Perry, MO",MO,29157,63.7
"Newport, RI",RI,44005,63.7
"Providence, RI",RI,44007,63.7
"Clark, WA",WA,53011,63.7
"Ozaukee, WI",WI,55089,63.7
"Arapahoe, CO",CO,8005,63.6
"La Plata, CO",CO,8067,63.6
"Otero, NM",NM,35035,63.6
"Brown, SD",SD,46013,63.6
"Eau Claire, WI",WI,55035,63.6
"Wilcox, AL",AL,1131,63.5
"Stearns, MN",MN,27145,63.5
"Pepin, WI",WI,55091,63.5
"Lebanon, PA",PA,42075,63.4
"Montgomery, PA",PA,42091,63.4
"McCulloch, TX",TX,48307,63.4
"Lee, AL",AL,1081,63.2
"Pinal, AZ",AZ,4021,63.2
"Texas, MO",MO,29215,63.2
"Calhoun, IA",IA,19025,63.1
"Cumberland, ME",ME,23005,63.1
"Columbia, NY",NY,36021,63.1
"Caledonia, VT",VT,50005,63.1
"Weld, CO",CO,8123,63
"Lee, IL",IL,17103,63
"Roseau, MN",MN,27135,63
"Franklin, NY",NY,36033,63
"Wise, TX",TX,48497,63
"Caldwell, LA",LA,22021,62.9
"Franklin, NC",NC,37069,62.9
"Teton, ID",ID,16081,62.8
"Sabine, LA",LA,22085,62.8
"Hartford, CT",CT,9003,62.7
"Clay, MN",MN,27027,62.7
"Abbeville, SC",SC,45001,62.7
"Grant, SD",SD,46051,62.7
"Fannin, TX",TX,48147,62.7
"Kittitas, WA",WA,53037,62.6
"Pine, MN",MN,27115,62.5
"Kern, CA",CA,6029,62.4
"Union, PA",PA,42119,62.4
"Vilas, WI",WI,55125,62.4
"Macon, AL",AL,1087,62.3
"Santa Cruz, CA",CA,6087,62.3
"Livingston, MI",MI,26093,62.3
"Humphreys, MS",MS,28053,62.1
"Barton, MO",MO,29011,62.1
"Jasper, SC",SC,45053,62.1
"Tipton, IN",IN,18159,62
"Foard, TX",TX,48155,62
"Morgan, UT",UT,49029,62
"Bates, MO",MO,29013,61.9
"Toole, MT",MT,30101,61.9
"Sullivan, NH",NH,33019,61.8
"Orange, NY",NY,36071,61.8
"St. Lawrence, NY",NY,36089,61.8
"Henry, OH",OH,39069,61.8
"Berkeley, SC",SC,45015,61.8
"Albemarle, VA",VA,51003,61.7
"Plymouth, MA",MA,25023,61.6
"New Kent, VA",VA,51127,61.6
"Outagamie, WI",WI,55087,61.6
"Pulaski, IN",IN,18131,61.5
"Ottawa, MI",MI,26139,61.5
"Cobb, GA",GA,13067,61.4
"Henry, KY",KY,21103,61.4
"Union, FL",FL,12125,61.3
"Irwin, GA",GA,13155,61.3
"Meade, KY",KY,21163,61.3
"Grand Forks, ND",ND,38035,61.3
"Cache, UT",UT,49005,61.2
"Utah, UT",UT,49049,61.2
"McLean, IL",IL,17113,61.1
"Hart, KY",KY,21099,61.1
"Preble, OH",OH,39135,61.1
"Denton, TX",TX,48121,61.1
"Bond, IL",IL,17005,61
"Boone, IA",IA,19015,61
"Pawnee, KS",KS,20145,61
"Sussex, NJ",NJ,34037,61
"Schuyler, NY",NY,36097,60.9
"Madison, NC",NC,37115,60.9
"Dawson, TX",TX,48115,60.9
"Jasper, GA",GA,13159,60.8
"Nobles, MN",MN,27105,60.8
"Washington, NE",NE,31177,60.8
"Inyo, CA",CA,6027,60.7
"Otter Tail, MN",MN,27111,60.6
"Cortland, NY",NY,36023,60.6
"Polk, OR",OR,41053,60.6
"Lancaster, PA",PA,42071,60.6
"Williamson, TN",TN,47187,60.6
"Madison, NY",NY,36053,60.5
"Hays, TX",TX,48209,60.5
"Orleans, VT",VT,50019,60.5
"Paulding, GA",GA,13223,60.4
"Lafayette, FL",FL,12067,60.2
"Hoke, NC",NC,37093,60.2
"Mathews, VA",VA,51115,60.2
"Converse, WY",WY,56009,60.2
"Beltrami, MN",MN,27007,60.1
"Richland, MT",MT,30083,60.1
"Allegany, NY",NY,36003,60.1
"Susquehanna, PA",PA,42115,60.1
"Oldham, KY",KY,21185,60
"Rensselaer, NY",NY,36083,60
"Green, WI",WI,55045,60
"Palm Beach, FL",FL,12099,59.9
"Bath, KY",KY,21011,59.9
"Frederick, VA",VA,51069,59.9
"Wilson, TX",TX,48493,59.8
"Mecklenburg, NC",NC,37119,59.7
"Fresno, CA",CA,6019,59.6
"Stewart, GA",GA,13259,59.6
"Howard, TX",TX,48227,59.6
"Winkler, TX",TX,48495,59.6
"Portage, WI",WI,55097,59.6
"Phillips, MT",MT,30071,59.4
"Richmond City, VA",VA,51760,59.4
"Brown, NE",NE,31017,59.3
"Monmouth, NJ",NJ,34025,59.3
"Pierce, ND",ND,38069,59.3
"Floyd, VA",VA,51063,59.3
"Winnebago, WI",WI,55139,59.3
"San Joaquin, CA",CA,6077,59.2
"Baltimore City, MD",MD,24510,59.2
"Worcester, MA",MA,25027,59.2
"Wayne, NY",NY,36117,59.2
"Mercer, NJ",NJ,34021,59.1
"Jefferson, OR",OR,41031,59
"Edgefield, SC",SC,45037,59
"Falls, TX",TX,48145,59
"Washington, KS",KS,20201,58.9
"Genesee, NY",NY,36037,58.9
"Williams, OH",OH,39171,58.9
"Morgan, KY",KY,21175,58.8
"Geauga, OH",OH,39055,58.8
"Dane, WI",WI,55025,58.8
"Hardin, IA",IA,19083,58.7
"Shelby, TX",TX,48419,58.7
"Winnebago, IA",IA,19189,58.6
"Wake, NC",NC,37183,58.6
"Baylor, TX",TX,48023,58.6
"Bell, TX",TX,48027,58.6
"Moore, TX",TX,48341,58.6
"Big Horn, WY",WY,56003,58.6
"Collier, FL",FL,12021,58.5
"Allegan, MI",MI,26005,58.5
"Emmons, ND",ND,38029,58.5
"Ritchie, WV",WV,54085,58.5
"Gadsden, FL",FL,12039,58.4
"Maui, HI",HI,15009,58.4
"Juniata, PA",PA,42067,58.4
"Delaware, OH",OH,39041,58.3
"Weston, WY",WY,56045,58.3
"Cherokee, IA",IA,19035,58.2
"Poweshiek, IA",IA,19157,58.2
"Yalobusha, MS",MS,28161,58.1
"Yuma, AZ",AZ,4027,58
"Sonoma, CA",CA,6097,58
"Liberty, GA",GA,13179,58
"Dutchess, NY",NY,36027,58
"Washington, VT",VT,50023,58
"Blount, AL",AL,1009,57.9
"Isanti, MN",MN,27059,57.9
"Johnson, MO",MO,29101,57.9
"Oswego, NY",NY,36075,57.9
"Garvin, OK",OK,40049,57.9
"Collin, TX",TX,48085,57.9
"Walsh, ND",ND,38099,57.8
"Multnomah, OR",OR,41051,57.8
"Bexar, TX",TX,48029,57.8
"Kauai, HI",HI,15007,57.7
