"Subsidies"
"Industry Specialization Index (Location Quotient)" 
"Bureau of Economic Analysis" 
""
"Fips","Area","IndCode","Industry","2005","2010","2015"
"30000","Montana","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"30000","Montana","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"30000","Montana","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"30000","Montana","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"30000","Montana","45","    Information","(NM)","(NM)","(NM)"
"30000","Montana","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"30000","Montana","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"30000","Montana","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"30000","Montana","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"30000","Montana","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"30000","Montana","51","      Finance and insurance","(NM)","(NM)","(NM)"
"30000","Montana","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"30000","Montana","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"30000","Montana","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"30000","Montana","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"30000","Montana","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"30000","Montana","57","        Real estate","(NM)","(NM)","(NM)"
"30000","Montana","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"30000","Montana","59","    Professional and business services","(NM)","(NM)","(NM)"
"30000","Montana","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"30000","Montana","61","        Legal services","(NM)","(NM)","(NM)"
"30000","Montana","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"30000","Montana","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"30000","Montana","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"30000","Montana","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"30000","Montana","66","        Administrative and support services","(NM)","(NM)","(NM)"
"30000","Montana","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"30000","Montana","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"30000","Montana","69","      Educational services","(NM)","(NM)","(NM)"
"30000","Montana","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"30000","Montana","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"30000","Montana","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"30000","Montana","73","        Social assistance","(NM)","(NM)","(NM)"
"30000","Montana","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"30000","Montana","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"30000","Montana","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"30000","Montana","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"30000","Montana","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"30000","Montana","79","        Accommodation","(NM)","(NM)","(NM)"
"30000","Montana","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"30000","Montana","81","    Other services, except government","(NM)","(NM)","(NM)"
"30000","Montana","82","  Government","(NM)","(NM)","(NM)"
"30000","Montana","83","    Federal civilian","(NM)","(NM)","(NM)"
"30000","Montana","84","    Federal military","(NM)","(NM)","(NM)"
"30000","Montana","85","    State and local","(NM)","(NM)","(NM)"
"30000","Montana","86","Addenda:","","",""
"30000","Montana","86","Natural resources and mining","(NM)","(NM)","(NM)"
"30000","Montana","87","Trade","(NM)","(NM)","(NM)"
"30000","Montana","88","Transportation and utilities","(NM)","(NM)","(NM)"
"30000","Montana","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"30000","Montana","90","Private services-providing industries","(NM)","(NM)","(NM)"
"31000","Nebraska","1","All industry total","(NM)","(NM)","(NM)"
"31000","Nebraska","2","  Private industries","(NM)","(NM)","(NM)"
"31000","Nebraska","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"31000","Nebraska","4","      Farms","(NM)","(NM)","(NM)"
"31000","Nebraska","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"31000","Nebraska","6","    Mining","(NM)","(NM)","(NM)"
"31000","Nebraska","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"31000","Nebraska","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"31000","Nebraska","9","      Support activities for mining","(NM)","(NM)","(NM)"
"31000","Nebraska","10","    Utilities","(NM)","(NM)","(NM)"
"31000","Nebraska","11","    Construction","(NM)","(NM)","(NM)"
"31000","Nebraska","12","    Manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"31000","Nebraska","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"31000","Nebraska","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"31000","Nebraska","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"31000","Nebraska","34","    Wholesale trade","(NM)","(NM)","(NM)"
"31000","Nebraska","35","    Retail trade","(NM)","(NM)","(NM)"
"31000","Nebraska","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"31000","Nebraska","37","      Air transportation","(NM)","(NM)","(NM)"
"31000","Nebraska","38","      Rail transportation","(NM)","(NM)","(NM)"
"31000","Nebraska","39","      Water transportation","(NM)","(NM)","(NM)"
"31000","Nebraska","40","      Truck transportation","(NM)","(NM)","(NM)"
"31000","Nebraska","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"31000","Nebraska","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"31000","Nebraska","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"31000","Nebraska","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"31000","Nebraska","45","    Information","(NM)","(NM)","(NM)"
"31000","Nebraska","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"31000","Nebraska","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"31000","Nebraska","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"31000","Nebraska","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"31000","Nebraska","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"31000","Nebraska","51","      Finance and insurance","(NM)","(NM)","(NM)"
"31000","Nebraska","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"31000","Nebraska","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"31000","Nebraska","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"31000","Nebraska","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"31000","Nebraska","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"31000","Nebraska","57","        Real estate","(NM)","(NM)","(NM)"
"31000","Nebraska","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"31000","Nebraska","59","    Professional and business services","(NM)","(NM)","(NM)"
"31000","Nebraska","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"31000","Nebraska","61","        Legal services","(NM)","(NM)","(NM)"
"31000","Nebraska","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"31000","Nebraska","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"31000","Nebraska","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"31000","Nebraska","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"31000","Nebraska","66","        Administrative and support services","(NM)","(NM)","(NM)"
"31000","Nebraska","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"31000","Nebraska","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"31000","Nebraska","69","      Educational services","(NM)","(NM)","(NM)"
"31000","Nebraska","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"31000","Nebraska","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"31000","Nebraska","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"31000","Nebraska","73","        Social assistance","(NM)","(NM)","(NM)"
"31000","Nebraska","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"31000","Nebraska","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"31000","Nebraska","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"31000","Nebraska","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"31000","Nebraska","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"31000","Nebraska","79","        Accommodation","(NM)","(NM)","(NM)"
"31000","Nebraska","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"31000","Nebraska","81","    Other services, except government","(NM)","(NM)","(NM)"
"31000","Nebraska","82","  Government","(NM)","(NM)","(NM)"
"31000","Nebraska","83","    Federal civilian","(NM)","(NM)","(NM)"
"31000","Nebraska","84","    Federal military","(NM)","(NM)","(NM)"
"31000","Nebraska","85","    State and local","(NM)","(NM)","(NM)"
"31000","Nebraska","86","Addenda:","","",""
"31000","Nebraska","86","Natural resources and mining","(NM)","(NM)","(NM)"
"31000","Nebraska","87","Trade","(NM)","(NM)","(NM)"
"31000","Nebraska","88","Transportation and utilities","(NM)","(NM)","(NM)"
"31000","Nebraska","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"31000","Nebraska","90","Private services-providing industries","(NM)","(NM)","(NM)"
"32000","Nevada","1","All industry total","(NM)","(NM)","(NM)"
"32000","Nevada","2","  Private industries","(NM)","(NM)","(NM)"
"32000","Nevada","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"32000","Nevada","4","      Farms","(NM)","(NM)","(NM)"
"32000","Nevada","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"32000","Nevada","6","    Mining","(NM)","(NM)","(NM)"
"32000","Nevada","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"32000","Nevada","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"32000","Nevada","9","      Support activities for mining","(NM)","(NM)","(NM)"
"32000","Nevada","10","    Utilities","(NM)","(NM)","(NM)"
"32000","Nevada","11","    Construction","(NM)","(NM)","(NM)"
"32000","Nevada","12","    Manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"32000","Nevada","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"32000","Nevada","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"32000","Nevada","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"32000","Nevada","34","    Wholesale trade","(NM)","(NM)","(NM)"
"32000","Nevada","35","    Retail trade","(NM)","(NM)","(NM)"
"32000","Nevada","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"32000","Nevada","37","      Air transportation","(NM)","(NM)","(NM)"
"32000","Nevada","38","      Rail transportation","(NM)","(NM)","(NM)"
"32000","Nevada","39","      Water transportation","(NM)","(NM)","(NM)"
"32000","Nevada","40","      Truck transportation","(NM)","(NM)","(NM)"
"32000","Nevada","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"32000","Nevada","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"32000","Nevada","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"32000","Nevada","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"32000","Nevada","45","    Information","(NM)","(NM)","(NM)"
"32000","Nevada","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"32000","Nevada","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"32000","Nevada","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"32000","Nevada","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"32000","Nevada","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"32000","Nevada","51","      Finance and insurance","(NM)","(NM)","(NM)"
"32000","Nevada","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"32000","Nevada","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"32000","Nevada","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"32000","Nevada","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"32000","Nevada","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"32000","Nevada","57","        Real estate","(NM)","(NM)","(NM)"
"32000","Nevada","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"32000","Nevada","59","    Professional and business services","(NM)","(NM)","(NM)"
"32000","Nevada","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"32000","Nevada","61","        Legal services","(NM)","(NM)","(NM)"
"32000","Nevada","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"32000","Nevada","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"32000","Nevada","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"32000","Nevada","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"32000","Nevada","66","        Administrative and support services","(NM)","(NM)","(NM)"
"32000","Nevada","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"32000","Nevada","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"32000","Nevada","69","      Educational services","(NM)","(NM)","(NM)"
"32000","Nevada","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"32000","Nevada","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"32000","Nevada","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"32000","Nevada","73","        Social assistance","(NM)","(NM)","(NM)"
"32000","Nevada","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"32000","Nevada","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"32000","Nevada","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"32000","Nevada","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"32000","Nevada","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"32000","Nevada","79","        Accommodation","(NM)","(NM)","(NM)"
"32000","Nevada","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"32000","Nevada","81","    Other services, except government","(NM)","(NM)","(NM)"
"32000","Nevada","82","  Government","(NM)","(NM)","(NM)"
"32000","Nevada","83","    Federal civilian","(NM)","(NM)","(NM)"
"32000","Nevada","84","    Federal military","(NM)","(NM)","(NM)"
"32000","Nevada","85","    State and local","(NM)","(NM)","(NM)"
"32000","Nevada","86","Addenda:","","",""
"32000","Nevada","86","Natural resources and mining","(NM)","(NM)","(NM)"
"32000","Nevada","87","Trade","(NM)","(NM)","(NM)"
"32000","Nevada","88","Transportation and utilities","(NM)","(NM)","(NM)"
"32000","Nevada","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"32000","Nevada","90","Private services-providing industries","(NM)","(NM)","(NM)"
"33000","New Hampshire","1","All industry total","(NM)","(NM)","(NM)"
"33000","New Hampshire","2","  Private industries","(NM)","(NM)","(NM)"
"33000","New Hampshire","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"33000","New Hampshire","4","      Farms","(NM)","(NM)","(NM)"
"33000","New Hampshire","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"33000","New Hampshire","6","    Mining","(NM)","(NM)","(NM)"
"33000","New Hampshire","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"33000","New Hampshire","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"33000","New Hampshire","9","      Support activities for mining","(NM)","(NM)","(NM)"
"33000","New Hampshire","10","    Utilities","(NM)","(NM)","(NM)"
"33000","New Hampshire","11","    Construction","(NM)","(NM)","(NM)"
"33000","New Hampshire","12","    Manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"33000","New Hampshire","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"33000","New Hampshire","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"33000","New Hampshire","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"33000","New Hampshire","34","    Wholesale trade","(NM)","(NM)","(NM)"
"33000","New Hampshire","35","    Retail trade","(NM)","(NM)","(NM)"
"33000","New Hampshire","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"33000","New Hampshire","37","      Air transportation","(NM)","(NM)","(NM)"
"33000","New Hampshire","38","      Rail transportation","(NM)","(NM)","(NM)"
"33000","New Hampshire","39","      Water transportation","(NM)","(NM)","(NM)"
"33000","New Hampshire","40","      Truck transportation","(NM)","(NM)","(NM)"
"33000","New Hampshire","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"33000","New Hampshire","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"33000","New Hampshire","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"33000","New Hampshire","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"33000","New Hampshire","45","    Information","(NM)","(NM)","(NM)"
"33000","New Hampshire","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"33000","New Hampshire","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"33000","New Hampshire","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"33000","New Hampshire","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"33000","New Hampshire","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"33000","New Hampshire","51","      Finance and insurance","(NM)","(NM)","(NM)"
"33000","New Hampshire","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"33000","New Hampshire","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"33000","New Hampshire","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"33000","New Hampshire","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"33000","New Hampshire","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"33000","New Hampshire","57","        Real estate","(NM)","(NM)","(NM)"
"33000","New Hampshire","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"33000","New Hampshire","59","    Professional and business services","(NM)","(NM)","(NM)"
"33000","New Hampshire","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"33000","New Hampshire","61","        Legal services","(NM)","(NM)","(NM)"
"33000","New Hampshire","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"33000","New Hampshire","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"33000","New Hampshire","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"33000","New Hampshire","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"33000","New Hampshire","66","        Administrative and support services","(NM)","(NM)","(NM)"
"33000","New Hampshire","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"33000","New Hampshire","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"33000","New Hampshire","69","      Educational services","(NM)","(NM)","(NM)"
"33000","New Hampshire","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"33000","New Hampshire","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"33000","New Hampshire","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"33000","New Hampshire","73","        Social assistance","(NM)","(NM)","(NM)"
"33000","New Hampshire","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"33000","New Hampshire","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"33000","New Hampshire","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"33000","New Hampshire","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"33000","New Hampshire","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"33000","New Hampshire","79","        Accommodation","(NM)","(NM)","(NM)"
"33000","New Hampshire","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"33000","New Hampshire","81","    Other services, except government","(NM)","(NM)","(NM)"
"33000","New Hampshire","82","  Government","(NM)","(NM)","(NM)"
"33000","New Hampshire","83","    Federal civilian","(NM)","(NM)","(NM)"
"33000","New Hampshire","84","    Federal military","(NM)","(NM)","(NM)"
"33000","New Hampshire","85","    State and local","(NM)","(NM)","(NM)"
"33000","New Hampshire","86","Addenda:","","",""
"33000","New Hampshire","86","Natural resources and mining","(NM)","(NM)","(NM)"
"33000","New Hampshire","87","Trade","(NM)","(NM)","(NM)"
"33000","New Hampshire","88","Transportation and utilities","(NM)","(NM)","(NM)"
"33000","New Hampshire","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"33000","New Hampshire","90","Private services-providing industries","(NM)","(NM)","(NM)"
"34000","New Jersey","1","All industry total","(NM)","(NM)","(NM)"
"34000","New Jersey","2","  Private industries","(NM)","(NM)","(NM)"
"34000","New Jersey","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"34000","New Jersey","4","      Farms","(NM)","(NM)","(NM)"
"34000","New Jersey","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"34000","New Jersey","6","    Mining","(NM)","(NM)","(NM)"
"34000","New Jersey","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"34000","New Jersey","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"34000","New Jersey","9","      Support activities for mining","(NM)","(NM)","(NM)"
"34000","New Jersey","10","    Utilities","(NM)","(NM)","(NM)"
"34000","New Jersey","11","    Construction","(NM)","(NM)","(NM)"
"34000","New Jersey","12","    Manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"34000","New Jersey","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"34000","New Jersey","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
